,name,star,review,rating,price,address
231,Manhattan Studio Apartment mid-west,2.0,8.0,8.3,,"Hell's Kitchen, New York, NY"
232,PermaGO FiDi,2.0,10.0,8.5,,"Wall Street - Financial District, New York, NY"
233,East Village Amazing 2 Bedroom,2.0,,,,"East Village, New York, NY"
234,Apartments Lincoln Center,2.0,25.0,7.9,,"Upper West Side, New York, NY"
235,Times Square Studio,2.0,5.0,9.8,,"New York, NY"
236,Park Ave Apartments Midtown Next to Times Square,3.0,54.0,7.1,,New York
237,One Bedroom Apartment - Allen Street # 28,2.0,25.0,7.7,,"Lower East Side, New York, NY"
238,East Village Beach Bungalow Getaway,2.0,,,,"Lower East Side, New York, NY"
239,My City House,2.0,34.0,7.0,,"New York, NY"
240,Room in Shared Apartment Steps from Times Square,,,,,"Hell's Kitchen, New York, NY"
241,Essex House 1,,,,,New York
242,Manhattan Studio Apartment mid-west,,8.0,8.3,,"Hell's Kitchen, New York, NY"
243,Global Luxury Suites at Ritz Plaza,,,,,"New York, NY"
244,Cozy Two Bedrooms,,8.0,6.4,,"East Village, New York"
245,Morningside Inn,1.0,70.0,5.9,,"Upper West Side, New York, NY"
246,Exclusive Studio,,,,,"New York, NY"
247,Studio Plus - Apartment Suites,,42.0,6.9,,"New York, NY"
248,Charming Studio in East Village,,7.0,6.8,,"East Village, New York"
249,Superior Times Square Apartments,,90.0,6.0,,"Hell's Kitchen, New York, NY"
250,Bryant Park Studio Apartment Times Square South,,6.0,7.9,,New York
251,Home NYC,,112.0,9.6,,"Harlem, New York, NY"
252,Financial District Studio Apartment,,17.0,6.8,,"Wall Street - Financial District, New York, NY"
253,The Nomad Suites,,12.0,6.6,,"New York, NY"
254,PermaGO FiDi,2.0,10.0,8.5,,"Wall Street - Financial District, New York, NY"
255,AKA Central Park,,1101.0,8.7,495.0,"New York, NY"
256,1 Hotel Central Park,,1292.0,9.1,770.0,"New York, NY"
257,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
258,The Renwick,,1441.0,8.6,,"Murray Hill, New York, NY"
259,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
260,Walker Hotel Greenwich Village,,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
261,Soho Grand Hotel,,2216.0,8.5,449.0,"SoHo, New York, NY"
262,Radisson Martinique on Broadway,,7045.0,8.2,395.0,"New York, NY"
263,"The Standard, High Line New York",,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
264,Dream Downtown,,1509.0,8.1,425.0,"Chelsea, New York, NY"
265,Park Lane Hotel on Central Park,,7332.0,7.7,,"New York, NY"
266,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
267,Nomo Soho,,1671.0,8.2,,"SoHo, New York, NY"
268,"Langham Place, New York, Fifth Avenue",,910.0,9.2,806.0,"New York, NY"
269,Viceroy Central Park New York,,1720.0,8.3,544.0,"New York, NY"
270,Nolitan Hotel SoHo - New York,,926.0,8.7,509.0,"New York, NY"
271,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
272,Sheraton Tribeca New York Hotel,,2601.0,7.8,,"Tribeca, New York, NY"
273,Park South Hotel,,334.0,8.5,499.0,"New York, NY"
274,"Hudson New York, Central Park",,6965.0,7.2,,"Hell's Kitchen, New York, NY"
275,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
276,Soho Grand Hotel,,2216.0,8.5,449.0,"SoHo, New York, NY"
277,Hotel Boutique at Grand Central,,1620.0,8.5,389.0,"Midtown East, New York, NY"
278,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
279,The Knickerbocker,,2464.0,9.0,595.0,"New York, NY"
280,The Quin,,1806.0,8.7,669.0,"New York, NY"
281,Radisson Martinique on Broadway,,7045.0,8.2,395.0,"New York, NY"
282,Dream Downtown,,1509.0,8.1,425.0,"Chelsea, New York, NY"
283,Park Lane Hotel on Central Park,,7332.0,7.7,,"New York, NY"
284,"The Standard, High Line New York",,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
285,Dream Midtown,,1243.0,8.3,,"New York, NY"
286,Walker Hotel Greenwich Village,4.0,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
287,Radisson Martinique on Broadway,,7045.0,8.2,395.0,"New York, NY"
288,Soho Grand Hotel,,2216.0,8.5,449.0,"SoHo, New York, NY"
289,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
290,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
291,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
292,AKA Central Park,,1101.0,8.7,495.0,"New York, NY"
293,Nomo Soho,,1671.0,8.2,,"SoHo, New York, NY"
294,Dream Downtown,,1509.0,8.1,425.0,"Chelsea, New York, NY"
295,Cassa Hotel 45th Street,,1562.0,8.7,504.0,"New York, NY"
296,1 Hotel Central Park,,1292.0,9.1,770.0,"New York, NY"
297,"The Standard, High Line New York",,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
298,Park Lane Hotel on Central Park,,7332.0,7.7,,"New York, NY"
299,Walker Hotel Greenwich Village,,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
300,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
301,"Langham Place, New York, Fifth Avenue",,910.0,9.2,806.0,"New York, NY"
302,Viceroy Central Park New York,,1720.0,8.3,544.0,"New York, NY"
303,Element Times Square West,3.0,7726.0,8.4,409.0,"Hell's Kitchen, New York, NY"
304,Sofitel New York,5.0,1098.0,8.6,,"New York, NY"
305,Hotel 32 32,4.0,1679.0,8.1,342.0,"New York, NY"
306,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
307,The Time New York,,2659.0,8.0,479.0,"New York, NY"
308,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
309,The Roger,4.0,2616.0,8.5,355.0,"New York, NY"
310,Warwick New York,5.0,2946.0,8.7,530.0,"New York, NY"
311,Royalton Times Square,4.0,620.0,8.1,,"New York, NY"
312,The London NYC,5.0,1585.0,8.5,699.0,"New York, NY"
313,Soho Grand Hotel,4.0,2216.0,8.5,449.0,"SoHo, New York, NY"
314,The Quin,5.0,1806.0,8.7,669.0,"New York, NY"
315,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
316,Dream Downtown,4.0,1509.0,8.1,425.0,"Chelsea, New York, NY"
317,Gansevoort Park Hotel NYC,4.0,827.0,8.8,401.0,"New York, NY"
318,Wellington Hotel,3.0,5345.0,7.5,359.0,"New York, NY"
319,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
320,Cassa Hotel 45th Street,4.0,1562.0,8.7,504.0,"New York, NY"
321,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
322,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
323,Soho Grand Hotel,4.0,2216.0,8.5,449.0,"SoHo, New York, NY"
324,The Court - A St Giles Hotel,4.0,1449.0,7.9,359.0,"Murray Hill, New York, NY"
325,Nomo Soho,4.0,1671.0,8.2,,"SoHo, New York, NY"
326,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
327,Viceroy Central Park New York,5.0,1720.0,8.3,544.0,"New York, NY"
328,The Tuscany - A St Giles Signature Hotel,4.0,713.0,8.6,349.0,"Murray Hill, New York, NY"
329,New York Marriott Marquis,4.0,6114.0,8.2,531.0,"New York, NY"
330,Park Lane Hotel on Central Park,5.0,7332.0,7.7,,"New York, NY"
331,HGU New York,4.0,264.0,8.7,439.0,"New York, NY"
332,The Bernic Hotel,4.0,,,377.0,"Midtown East, New York"
333,AKA Times Square,4.0,832.0,8.8,455.0,"New York, NY"
334,Dream Downtown,4.0,1509.0,8.1,425.0,"Chelsea, New York, NY"
335,Ramada New York Eastside,,2348.0,7.7,245.0,"Kips Bay, New York, NY"
336,The London NYC,,1585.0,8.5,699.0,"New York, NY"
337,The Gregory,,1593.0,8.1,399.0,"New York, NY"
338,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
339,The Standard - East Village,4.0,454.0,8.6,479.0,"East Village, New York, NY"
340,The Roxy Hotel Tribeca,4.0,965.0,8.8,373.0,"Tribeca, New York, NY"
341,Row NYC at Times Square,4.0,9904.0,7.2,332.0,"New York, NY"
342,Wyndham Garden Chinatown,4.0,870.0,8.2,399.0,"Chinatown, New York, NY"
343,New York Marriott Marquis,4.0,6114.0,8.2,531.0,"New York, NY"
344,Courtyard by Marriott New York Manhattan/Chelsea,,1686.0,8.6,288.0,"Chelsea, New York, NY"
345,AKA Central Park,,1101.0,8.7,495.0,"New York, NY"
346,The Renwick,,1441.0,8.6,559.0,"Murray Hill, New York, NY"
347,1 Hotel Central Park,,1292.0,9.1,770.0,"New York, NY"
348,Walker Hotel Greenwich Village,,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
349,Soho Grand Hotel,,2216.0,8.5,449.0,"SoHo, New York, NY"
350,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
351,AKA Central Park,4.0,1101.0,8.7,495.0,"New York, NY"
352,1 Hotel Central Park,5.0,1292.0,9.1,770.0,"New York, NY"
353,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
354,The Renwick,4.0,1441.0,8.6,559.0,"Murray Hill, New York, NY"
355,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
356,Walker Hotel Greenwich Village,4.0,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
357,Soho Grand Hotel,4.0,2216.0,8.5,449.0,"SoHo, New York, NY"
358,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
359,"The Standard, High Line New York",4.0,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
360,Dream Downtown,4.0,1509.0,8.1,425.0,"Chelsea, New York, NY"
361,Park Lane Hotel on Central Park,5.0,7332.0,7.7,,"New York, NY"
362,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
363,Nomo Soho,4.0,1671.0,8.2,,"SoHo, New York, NY"
364,"Langham Place, New York, Fifth Avenue",5.0,910.0,9.2,806.0,"New York, NY"
365,Viceroy Central Park New York,5.0,1720.0,8.3,544.0,"New York, NY"
366,Nolitan Hotel SoHo - New York,4.0,926.0,8.7,509.0,"New York, NY"
367,AKA Central Park,4.0,1101.0,8.7,495.0,"New York, NY"
368,1 Hotel Central Park,5.0,1292.0,9.1,770.0,"New York, NY"
369,The Renwick,4.0,1441.0,8.6,559.0,"Murray Hill, New York, NY"
370,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
371,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
372,Walker Hotel Greenwich Village,4.0,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
373,Soho Grand Hotel,4.0,2216.0,8.5,449.0,"SoHo, New York, NY"
374,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
375,"The Standard, High Line New York",4.0,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
376,Dream Downtown,4.0,1509.0,8.1,425.0,"Chelsea, New York, NY"
377,Park Lane Hotel on Central Park,5.0,7332.0,7.7,,"New York, NY"
378,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
379,Nomo Soho,4.0,1671.0,8.2,,"SoHo, New York, NY"
380,"Langham Place, New York, Fifth Avenue",5.0,910.0,9.2,806.0,"New York, NY"
381,Viceroy Central Park New York,5.0,1720.0,8.3,544.0,"New York, NY"
382,Nolitan Hotel SoHo - New York,4.0,926.0,8.7,509.0,"New York, NY"
383,Soho Grand Hotel,4.0,2216.0,8.5,449.0,"SoHo, New York, NY"
384,Dream Downtown,4.0,1509.0,8.1,425.0,"Chelsea, New York, NY"
385,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
386,"The Standard, High Line New York",4.0,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
387,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
388,Park Lane Hotel on Central Park,5.0,7332.0,7.7,,"New York, NY"
389,The Quin,5.0,1806.0,8.7,669.0,"New York, NY"
390,1 Hotel Central Park,5.0,1292.0,9.1,770.0,"New York, NY"
391,Walker Hotel Greenwich Village,4.0,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
392,Nomo Soho,4.0,1671.0,8.2,,"SoHo, New York, NY"
393,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
394,The New York EDITION,5.0,622.0,9.0,,"New York, NY"
395,The Roxy Hotel Tribeca,4.0,965.0,8.8,373.0,"Tribeca, New York, NY"
396,The Knickerbocker,5.0,2464.0,9.0,595.0,"New York, NY"
397,The London NYC,5.0,1585.0,8.5,699.0,"New York, NY"
398,Residence Inn by Marriott New York Manhattan/Times Square,4.0,2861.0,8.3,509.0,"New York, NY"
399,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
400,Four Points by Sheraton Manhattan SoHo Village,3.0,658.0,8.1,450.0,"SoHo, New York, NY"
401,Hilton Garden Inn Times Square Central,,1913.0,8.4,336.0,"New York, NY"
402,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
403,Hyatt Place New York,,2029.0,8.4,386.0,"New York, NY"
404,Courtyard New York Manhattan/Times Square,,1024.0,8.5,538.0,"New York, NY"
405,Sohotel,,1612.0,8.1,379.0,"New York, NY"
406,AKA Times Square,,832.0,8.8,455.0,"New York, NY"
407,World Center Hotel,,1036.0,8.6,359.0,"Wall Street - Financial District, New York, NY"
408,The Redbury New York,,2039.0,8.1,499.0,"New York, NY"
409,Morgans Hotel - A Morgans Original,4.0,736.0,8.4,,"Murray Hill, New York, NY"
410,TRYP by Wyndham Times Square South,,3781.0,8.5,316.0,"Hell's Kitchen, New York, NY"
411,The Renwick,,1441.0,8.6,559.0,"Murray Hill, New York, NY"
412,AKA Central Park,,1101.0,8.7,495.0,"New York, NY"
413,1 Hotel Central Park,,1292.0,9.1,770.0,"New York, NY"
414,Walker Hotel Greenwich Village,4.0,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
415,Soho Grand Hotel,,2216.0,8.5,449.0,"SoHo, New York, NY"
416,The Quin,,1806.0,8.7,669.0,"New York, NY"
417,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
418,Radisson Martinique on Broadway,,7045.0,8.2,395.0,"New York, NY"
419,Dream Downtown,,1509.0,8.1,425.0,"Chelsea, New York, NY"
420,Park Lane Hotel on Central Park,,7332.0,7.7,,"New York, NY"
421,"The Standard, High Line New York",,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
422,Walker Hotel Greenwich Village,,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
423,Nomo Soho,,1671.0,8.2,,"SoHo, New York, NY"
424,The New York EDITION,5.0,622.0,9.0,756.0,"New York, NY"
425,New York Marriott Marquis,,6114.0,8.2,531.0,"New York, NY"
426,Executive Hotel Le Soleil New York,,2493.0,8.7,281.0,"New York, NY"
427,The London NYC,,1585.0,8.5,699.0,"New York, NY"
428,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
429,"Langham Place, New York, Fifth Avenue",,910.0,9.2,806.0,"New York, NY"
430,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
431,Soho Grand Hotel,,2216.0,8.5,449.0,"SoHo, New York, NY"
432,The Quin,,1806.0,8.7,669.0,"New York, NY"
433,Radisson Martinique on Broadway,,7045.0,8.2,395.0,"New York, NY"
434,Dream Downtown,,1509.0,8.1,425.0,"Chelsea, New York, NY"
435,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
436,Park Lane Hotel on Central Park,,7332.0,7.7,,"New York, NY"
437,"The Standard, High Line New York",,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
438,Walker Hotel Greenwich Village,,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
439,Nomo Soho,,1671.0,8.2,,"SoHo, New York, NY"
440,The New York EDITION,5.0,622.0,9.0,756.0,"New York, NY"
441,New York Marriott Marquis,,6114.0,8.2,531.0,"New York, NY"
442,Executive Hotel Le Soleil New York,,2493.0,8.7,281.0,"New York, NY"
443,The London NYC,,1585.0,8.5,699.0,"New York, NY"
444,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
445,"Langham Place, New York, Fifth Avenue",,910.0,9.2,806.0,"New York, NY"
446,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
447,Gansevoort Meatpacking,,1096.0,8.3,545.0,"Greenwich Village, New York, NY"
448,Courtyard New York Manhattan/Times Square,,1024.0,8.5,538.0,"New York, NY"
449,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
450,Warwick New York,,2946.0,8.7,530.0,"New York, NY"
451,Paramount Times Square,,1958.0,6.9,,"New York, NY"
452,Royalton Times Square,4.0,620.0,8.1,,"New York, NY"
453,Millenium Hilton,,1599.0,8.2,508.0,"Wall Street - Financial District, New York, NY"
454,The Gregory,,1593.0,8.1,,"New York, NY"
455,Cosmopolitan Hotel Tribeca,,1135.0,7.9,359.0,"Tribeca, New York, NY"
456,Refinery Hotel - New York,,1143.0,8.9,539.0,"New York, NY"
457,"Marriott Vacation Club Pulse, New York City",,1134.0,8.7,365.0,"New York, NY"
458,The Manhattan at Times Square,4.0,6629.0,7.1,386.0,"New York, NY"
459,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
460,Blakely New York Hotel,,2378.0,8.6,395.0,"New York, NY"
461,Shoreham Hotel,4.0,965.0,7.7,,"New York, NY"
462,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
463,Radisson Martinique on Broadway,4.0,7045.0,8.2,395.0,"New York, NY"
464,Soho Grand Hotel,4.0,2216.0,8.5,449.0,"SoHo, New York, NY"
465,Arlo Hudson Square,4.0,413.0,8.6,399.0,"SoHo, New York, NY"
466,Hotel Hugo,4.0,742.0,8.2,,"SoHo, New York, NY"
467,Andaz 5th Avenue,5.0,401.0,8.7,575.0,"New York, NY"
468,AKA Central Park,4.0,1101.0,8.7,495.0,"New York, NY"
469,Nomo Soho,4.0,1671.0,8.2,,"SoHo, New York, NY"
470,Dream Downtown,4.0,1509.0,8.1,425.0,"Chelsea, New York, NY"
471,Cassa Hotel 45th Street,4.0,1562.0,8.7,,"New York, NY"
472,1 Hotel Central Park,5.0,1292.0,9.1,770.0,"New York, NY"
473,"The Standard, High Line New York",4.0,2329.0,8.3,485.0,"Greenwich Village, New York, NY"
474,Park Lane Hotel on Central Park,5.0,7332.0,7.7,,"New York, NY"
475,Walker Hotel Greenwich Village,4.0,1553.0,8.7,525.0,"Greenwich Village, New York, NY"
476,InterContinental New York Times Square,,3196.0,8.0,495.0,"Hell's Kitchen, New York, NY"
477,"Langham Place, New York, Fifth Avenue",5.0,910.0,9.2,806.0,"New York, NY"
478,Viceroy Central Park New York,5.0,1720.0,8.3,544.0,"New York, NY"
